customer_id,age,gender,city,employment_type,annual_income,account_balance,credit_score,txn_date,txn_type,txn_channel,merchant_category,txn_amount,is_weekend,account_active
1207,40,Female,Chennai,Salaried,1349761,5384,600,2024-03-23,Debit,ATM,Bills,15799,1,1
1118,38,Male,Bangalore,Salaried,447637,153468,715,2024-03-12,Debit,NEFT,Bills,16953,0,0
1002,52,Male,Hyderabad,Self-employed,710060,157112,620,2024-05-22,Credit,ATM,Travel,7482,0,1
1100,50,Female,Delhi,Self-employed,1143658,227091,735,2024-03-18,Debit,NEFT,Entertainment,6094,0,1
1272,39,Male,Delhi,Salaried,644752,81102,688,2024-05-17,Debit,Card,Food,19456,0,1
1205,41,Male,Hyderabad,Student,917543,259094,607,2024-04-15,Debit,UPI,Shopping,272,0,0
1148,41,Male,Pune,Self-employed,414657,132799,593,2024-04-10,Credit,NEFT,Shopping,19785,0,1
1079,31,Female,Hyderabad,Self-employed,667190,176993,742,2024-02-14,Debit,Card,Bills,7418,0,1
1209,39,Male,Bangalore,Salaried,1016555,289188,695,2024-03-31,Credit,ATM,Entertainment,12118,1,1
1282,39,Female,Chennai,Student,1011059,132166,783,2024-01-22,Credit,Card,Shopping,17427,0,1
1154,34,Female,Delhi,Student,836263,150073,552,2024-02-03,Debit,UPI,Shopping,13241,1,0
1088,31,Male,Chennai,Self-employed,361468,76918,647,2024-05-30,Debit,Card,Food,14957,0,1
1001,26,Female,Chennai,Salaried,1066195,227191,558,2024-02-26,Credit,UPI,Food,16277,0,1
1022,30,Male,Bangalore,Student,1475765,165105,792,2024-04-06,Credit,Card,Bills,9892,1,1
1123,55,Male,Hyderabad,Self-employed,569607,183379,652,2024-05-14,Credit,UPI,Bills,5429,0,0
1191,54,Male,Chennai,Student,1367420,269172,611,2024-06-06,Credit,ATM,Entertainment,8472,0,0
1240,51,Male,Mumbai,Salaried,1457655,10604,753,2024-04-15,Credit,NEFT,Travel,10722,0,1
1078,46,Male,Bangalore,Salaried,462418,163801,741,2024-05-02,Debit,Card,Entertainment,19013,0,1
1218,43,Male,Pune,Self-employed,686646,210592,622,2024-03-08,Credit,Card,Shopping,17118,0,0
1189,24,Male,Pune,Salaried,449566,42090,596,2024-02-09,Debit,UPI,Entertainment,14900,0,1
1250,45,Male,Mumbai,Self-employed,836897,62398,604,2024-01-27,Credit,ATM,Entertainment,18864,1,1
1077,42,Male,Bangalore,Student,1335310,19728,738,2024-02-11,Debit,Card,Food,1625,1,1
1072,28,Male,Bangalore,Self-employed,1166490,110042,637,2024-05-13,Credit,ATM,Food,13500,0,1
1259,25,Male,Bangalore,Self-employed,1369980,296900,720,2024-03-18,Credit,UPI,Shopping,15005,0,1
1166,31,Female,Hyderabad,Student,649648,55428,680,2024-04-24,Debit,NEFT,Shopping,17614,0,1
1125,46,Female,Mumbai,Salaried,1487777,73295,671,2024-06-10,Debit,ATM,Food,446,0,1
1192,25,Male,Mumbai,Self-employed,902880,65178,600,2024-04-28,Credit,NEFT,Food,11990,1,1
1001,22,Female,Mumbai,Self-employed,710285,199788,749,2024-06-20,Debit,ATM,Food,9316,0,1
1146,51,Female,Mumbai,Salaried,791625,245231,604,2024-06-17,Credit,UPI,Travel,15345,0,1
1097,32,Female,Hyderabad,Student,860030,44217,644,2024-01-10,Debit,UPI,Food,11127,0,1
1083,49,Female,Chennai,Self-employed,975456,122635,598,2024-05-05,Debit,UPI,Food,9845,1,1
1123,39,Female,Mumbai,Student,981754,56813,658,2024-06-20,Credit,NEFT,Travel,15852,0,1
1039,21,Female,Delhi,Salaried,826541,226142,724,2024-03-01,Debit,ATM,Travel,9799,0,0
1053,23,Male,Pune,Salaried,604027,130611,649,2024-01-26,Credit,UPI,Bills,18069,0,1
1069,52,Male,Mumbai,Student,1067947,226559,683,2024-03-29,Debit,ATM,Travel,13835,0,1
1186,50,Female,Hyderabad,Student,366009,280888,672,2024-05-16,Debit,ATM,Entertainment,3767,0,0
1020,44,Female,Delhi,Student,1496757,99618,736,2024-05-31,Credit,Card,Travel,12467,0,1
1109,46,Male,Delhi,Self-employed,617290,56771,576,2024-04-07,Credit,NEFT,Bills,8842,1,1
1173,42,Female,Mumbai,Student,303753,75258,565,2024-02-21,Credit,ATM,Food,17913,0,0
1102,42,Female,Delhi,Salaried,1096926,104447,576,2024-04-30,Debit,UPI,Food,7422,0,0
1149,26,Male,Pune,Salaried,1174484,204510,769,2024-01-17,Debit,UPI,Food,15913,0,0
1290,52,Female,Hyderabad,Student,640191,5361,608,2024-06-20,Credit,Card,EMI,12007,0,1
1059,49,Female,Mumbai,Student,759602,6067,795,2024-02-28,Credit,NEFT,Entertainment,3486,0,1
1218,36,Male,Pune,Salaried,898665,88885,690,2024-03-30,Debit,Card,EMI,283,1,1
1098,48,Female,Bangalore,Self-employed,1180298,271751,583,2024-01-22,Debit,ATM,Shopping,15613,0,1
1122,36,Female,Delhi,Self-employed,1270215,149175,551,2024-04-19,Credit,ATM,Entertainment,12773,0,1
1239,38,Male,Chennai,Salaried,536100,285541,747,2024-06-01,Debit,NEFT,EMI,15918,1,1
1029,33,Female,Mumbai,Student,1084842,199430,595,2024-03-26,Credit,NEFT,Bills,9732,0,1
1251,50,Female,Bangalore,Student,744239,19505,665,2024-05-02,Debit,NEFT,Shopping,9504,0,1
1235,37,Male,Chennai,Salaried,1254773,190380,593,2024-05-31,Debit,NEFT,Bills,3749,0,1
1137,42,Male,Mumbai,Self-employed,600401,58508,777,2024-01-13,Debit,UPI,Shopping,5300,1,1
1162,50,Female,Hyderabad,Student,928995,220126,600,2024-06-22,Debit,ATM,Food,4733,1,1
1278,39,Female,Bangalore,Student,1008985,281180,554,2024-05-07,Debit,NEFT,Bills,1229,0,1
1253,48,Female,Chennai,Student,1056184,72263,791,2024-05-10,Debit,Card,Entertainment,1198,0,1
1239,54,Male,Delhi,Salaried,860666,166866,694,2024-06-18,Debit,Card,Travel,861,0,1
1074,33,Female,Hyderabad,Self-employed,918585,184401,591,2024-04-27,Credit,NEFT,Bills,12311,1,1
1283,22,Male,Pune,Salaried,302230,190197,796,2024-04-01,Credit,Card,EMI,6908,0,1
1035,35,Female,Pune,Self-employed,1222236,5375,689,2024-02-17,Credit,UPI,Travel,3685,1,0
1023,44,Male,Delhi,Salaried,1136493,86750,615,2024-04-09,Credit,UPI,Entertainment,18354,0,1
1086,21,Female,Pune,Salaried,523640,79419,555,2024-02-17,Credit,ATM,Bills,12053,1,1
1011,29,Female,Mumbai,Self-employed,521677,62632,791,2024-02-13,Debit,Card,Food,3893,0,0
1075,27,Female,Bangalore,Student,527358,174253,769,2024-03-18,Credit,Card,Shopping,5751,0,1
1292,32,Female,Mumbai,Salaried,1189923,90001,666,2024-03-16,Credit,UPI,Entertainment,992,1,1
1007,43,Male,Chennai,Salaried,490608,254790,577,2024-04-10,Credit,UPI,EMI,13362,0,1
1142,25,Male,Pune,Student,1222086,112688,680,2024-04-29,Credit,UPI,Food,14018,0,1
1040,24,Male,Pune,Self-employed,1354813,13400,576,2024-02-10,Debit,UPI,EMI,4878,1,0
1036,50,Male,Mumbai,Salaried,1399646,189591,657,2024-01-03,Credit,ATM,Food,630,0,0
1027,32,Male,Pune,Salaried,445827,15700,709,2024-05-31,Credit,ATM,Food,16287,0,1
1164,46,Female,Chennai,Student,301896,86355,775,2024-04-01,Credit,Card,Travel,13680,0,1
1034,37,Female,Hyderabad,Salaried,1263585,170256,662,2024-01-16,Debit,UPI,Entertainment,6784,0,0
1129,48,Female,Mumbai,Salaried,747969,268697,772,2024-05-29,Debit,ATM,EMI,12503,0,1
1255,45,Female,Bangalore,Student,1458646,292635,648,2024-01-02,Debit,Card,Travel,1841,0,0
1103,39,Male,Pune,Salaried,1389388,214062,749,2024-05-04,Debit,NEFT,Travel,9045,1,1
1162,35,Male,Chennai,Self-employed,835227,222286,720,2024-06-29,Debit,NEFT,Food,9786,1,1
1014,54,Female,Mumbai,Self-employed,664163,80156,735,2024-06-16,Credit,Card,Entertainment,5104,1,0
1124,46,Female,Hyderabad,Self-employed,1336394,38423,634,2024-06-05,Credit,ATM,Entertainment,8053,0,1
1102,26,Male,Chennai,Salaried,563017,125849,615,2024-02-28,Credit,UPI,Bills,5585,0,1
1235,54,Female,Pune,Student,619648,261930,629,2024-06-25,Debit,ATM,Bills,12816,0,0
1007,48,Female,Bangalore,Student,1400924,78239,708,2024-04-19,Credit,NEFT,Food,608,0,1
1042,38,Male,Chennai,Salaried,876368,56868,713,2024-06-08,Debit,Card,Shopping,10799,1,1
1184,22,Female,Hyderabad,Student,1025423,116044,550,2024-04-19,Credit,Card,Food,5155,0,0
1284,51,Male,Chennai,Student,1445243,239700,644,2024-06-14,Credit,Card,Entertainment,2906,0,1
1237,47,Female,Bangalore,Salaried,1403650,27323,782,2024-01-18,Credit,ATM,Entertainment,13519,0,1
1254,35,Female,Chennai,Salaried,749957,38445,556,2024-01-25,Debit,NEFT,Food,8454,0,0
1200,31,Male,Hyderabad,Salaried,1288472,249367,733,2024-01-20,Debit,UPI,Bills,3776,1,0
1147,47,Male,Delhi,Self-employed,1089941,39314,640,2024-03-15,Debit,ATM,Food,15727,0,1
1232,35,Female,Bangalore,Salaried,1441367,194561,699,2024-04-02,Credit,ATM,Bills,3238,0,1
1155,33,Male,Delhi,Student,311991,29319,669,2024-03-06,Debit,ATM,Food,3165,0,1
1276,27,Male,Bangalore,Salaried,1264094,7674,732,2024-04-28,Debit,ATM,Food,9089,1,1
1131,40,Male,Chennai,Salaried,456927,36875,560,2024-03-19,Credit,Card,Shopping,6930,0,1
1151,39,Female,Mumbai,Student,781192,115718,712,2024-05-04,Debit,NEFT,Entertainment,6815,1,1
1123,40,Female,Chennai,Student,1113612,114884,594,2024-04-25,Debit,ATM,EMI,4589,0,0
1109,43,Female,Hyderabad,Salaried,615912,228471,628,2024-01-06,Debit,Card,EMI,10474,1,1
1249,22,Male,Mumbai,Salaried,1103435,232445,574,2024-05-26,Credit,Card,Bills,18668,1,1
1258,48,Female,Delhi,Student,511251,155053,735,2024-04-23,Debit,ATM,Travel,5522,0,1
1089,30,Male,Hyderabad,Student,1060072,236583,650,2024-06-25,Credit,UPI,Food,2479,0,1
1226,37,Male,Mumbai,Salaried,723642,210622,774,2024-06-12,Credit,UPI,Bills,16986,0,1
1249,44,Female,Hyderabad,Salaried,1390965,108212,754,2024-05-20,Debit,Card,Shopping,7270,0,1
1285,43,Female,Delhi,Student,791427,57501,569,2024-03-11,Credit,ATM,EMI,16210,0,1
1208,37,Male,Bangalore,Salaried,675180,45142,609,2024-02-19,Debit,NEFT,Shopping,13392,0,1
1117,41,Female,Hyderabad,Salaried,653511,283381,550,2024-05-23,Credit,UPI,Bills,1431,0,1
1297,38,Female,Bangalore,Salaried,347533,67478,621,2024-01-23,Debit,NEFT,Food,9414,0,1
1023,21,Female,Bangalore,Self-employed,1365209,53407,613,2024-03-11,Debit,ATM,Travel,5247,0,1
1245,47,Male,Chennai,Self-employed,780328,157331,657,2024-01-31,Debit,UPI,Travel,452,0,1
1040,50,Female,Chennai,Salaried,497100,57692,630,2024-02-08,Debit,UPI,EMI,11965,0,1
1249,23,Male,Chennai,Self-employed,1463211,145925,675,2024-05-08,Debit,NEFT,Travel,10359,0,1
1036,40,Female,Pune,Self-employed,530609,251019,736,2024-04-07,Debit,NEFT,Travel,15819,1,1
1291,34,Female,Delhi,Self-employed,326217,87431,652,2024-02-13,Debit,ATM,Food,12810,0,1
1264,33,Female,Bangalore,Self-employed,1441719,131843,787,2024-03-27,Credit,Card,Food,4245,0,1
1267,51,Female,Delhi,Salaried,755470,27983,716,2024-06-20,Debit,ATM,Entertainment,3706,0,1
1192,27,Female,Bangalore,Salaried,660037,17542,790,2024-01-09,Debit,Card,EMI,16246,0,1
1263,28,Female,Chennai,Self-employed,1174903,133520,583,2024-05-18,Credit,NEFT,Food,13453,1,1
1098,45,Male,Mumbai,Self-employed,412553,221427,734,2024-01-03,Credit,ATM,Travel,15525,0,1
1183,34,Male,Mumbai,Student,1118109,85914,639,2024-02-01,Credit,ATM,Food,15904,0,1
1295,50,Female,Bangalore,Student,598415,222900,599,2024-02-18,Credit,ATM,Food,12776,1,1
1116,52,Male,Bangalore,Salaried,307442,157604,782,2024-01-13,Credit,Card,Entertainment,8657,1,1
1210,30,Female,Mumbai,Salaried,1053643,100611,766,2024-04-07,Credit,NEFT,Bills,5994,1,0
1085,45,Male,Mumbai,Self-employed,1229115,79985,600,2024-02-16,Debit,UPI,EMI,2079,0,1
1112,45,Male,Delhi,Salaried,540699,49348,631,2024-05-22,Credit,NEFT,Travel,14857,0,1
1046,55,Male,Hyderabad,Salaried,467419,59771,722,2024-05-24,Debit,Card,Shopping,8543,0,1
1281,39,Female,Mumbai,Self-employed,477429,15374,707,2024-05-29,Credit,ATM,Entertainment,4268,0,0
1219,49,Female,Bangalore,Self-employed,720806,296680,577,2024-02-19,Credit,NEFT,Bills,3073,0,1
1229,55,Male,Mumbai,Salaried,447724,97997,586,2024-03-11,Debit,NEFT,Shopping,15928,0,1
1018,27,Female,Hyderabad,Self-employed,618343,24783,674,2024-06-16,Credit,NEFT,Entertainment,18463,1,1
1045,40,Female,Delhi,Student,515367,239816,575,2024-02-06,Credit,UPI,Bills,6003,0,1
1038,38,Female,Mumbai,Self-employed,1440369,281423,754,2024-03-28,Credit,NEFT,Food,18979,0,1
1285,42,Female,Pune,Student,966670,182410,659,2024-01-05,Debit,UPI,Bills,15862,0,1
1020,31,Male,Mumbai,Self-employed,1101655,41326,677,2024-03-29,Debit,NEFT,Entertainment,2448,0,1
1282,40,Male,Pune,Student,458786,16387,667,2024-03-01,Debit,NEFT,Food,8239,0,1
1101,27,Female,Hyderabad,Salaried,1325580,256250,740,2024-06-07,Debit,UPI,Bills,18876,0,1
1190,49,Male,Pune,Salaried,813501,131408,626,2024-01-02,Credit,ATM,Bills,14499,0,0
1214,24,Female,Hyderabad,Self-employed,395673,144059,642,2024-03-25,Debit,UPI,Travel,10078,0,1
1223,49,Male,Bangalore,Student,1321897,190915,721,2024-05-05,Debit,UPI,Travel,14973,1,1
1041,50,Female,Mumbai,Salaried,757464,144749,761,2024-05-10,Debit,UPI,EMI,12759,0,0
1207,30,Male,Mumbai,Student,363264,119758,758,2024-03-26,Credit,ATM,Entertainment,394,0,1
1047,30,Male,Chennai,Student,401769,43905,616,2024-03-21,Credit,NEFT,EMI,11755,0,1
1018,32,Male,Bangalore,Salaried,1127670,258438,677,2024-02-14,Credit,Card,Bills,6208,0,1
1256,33,Male,Mumbai,Salaried,634911,190411,749,2024-03-28,Credit,NEFT,Travel,12587,0,0
1286,25,Male,Pune,Self-employed,1476693,50706,588,2024-05-08,Debit,NEFT,Travel,8221,0,1
1208,46,Female,Bangalore,Student,1045721,20881,773,2024-02-24,Debit,Card,Entertainment,3521,1,1
1129,24,Male,Mumbai,Self-employed,1270495,252511,681,2024-02-17,Debit,UPI,Travel,15108,1,1
1059,22,Female,Mumbai,Salaried,368365,257307,747,2024-04-06,Credit,Card,Entertainment,4535,1,1
1014,31,Female,Bangalore,Student,1247371,46405,602,2024-03-29,Debit,UPI,Shopping,17533,0,0
1112,36,Male,Mumbai,Self-employed,530869,123214,622,2024-06-09,Credit,NEFT,Travel,14709,1,1
1152,28,Female,Hyderabad,Student,1366257,156240,770,2024-01-12,Debit,NEFT,Food,19567,0,1
1160,50,Male,Delhi,Salaried,835738,225642,768,2024-04-27,Credit,UPI,Travel,17461,1,1
1245,55,Female,Pune,Salaried,1177496,134827,647,2024-03-30,Credit,NEFT,Entertainment,10068,1,1
1171,55,Female,Pune,Self-employed,1204992,276283,603,2024-02-05,Debit,UPI,Shopping,14839,0,0
1082,29,Female,Delhi,Student,820898,248794,575,2024-05-04,Credit,NEFT,Entertainment,19273,1,1
1288,25,Female,Bangalore,Student,1105791,27873,697,2024-04-21,Credit,Card,Shopping,14819,1,1
1236,37,Female,Mumbai,Salaried,1136390,7989,637,2024-03-18,Credit,ATM,Travel,19110,0,1
1192,30,Male,Hyderabad,Self-employed,774664,235701,795,2024-03-07,Debit,UPI,Food,2571,0,1
1076,30,Female,Delhi,Student,911365,286460,552,2024-05-08,Credit,Card,Entertainment,19925,0,1
1163,55,Female,Bangalore,Student,1029547,73963,645,2024-02-19,Debit,Card,Food,11633,0,0
1177,29,Male,Bangalore,Student,462333,10424,704,2024-01-14,Debit,NEFT,Travel,1281,1,1
1215,53,Female,Bangalore,Student,1266745,109247,575,2024-05-02,Debit,UPI,Travel,5548,0,1
1230,28,Female,Bangalore,Self-employed,513464,278442,770,2024-01-30,Credit,ATM,Shopping,19751,0,1
1102,22,Male,Bangalore,Salaried,742786,145775,750,2024-04-18,Debit,UPI,Bills,9996,0,0
1214,26,Female,Hyderabad,Salaried,1068042,152223,736,2024-03-11,Credit,ATM,EMI,13995,0,1
1058,24,Male,Chennai,Student,1221226,51574,613,2024-04-30,Debit,Card,Bills,14286,0,1
1168,40,Male,Chennai,Self-employed,471084,200107,608,2024-02-10,Credit,ATM,Travel,10603,1,1
1112,38,Male,Hyderabad,Self-employed,918574,247494,669,2024-04-18,Debit,ATM,EMI,15017,0,1
1115,28,Male,Bangalore,Student,1146626,148978,682,2024-03-25,Credit,UPI,Shopping,5591,0,0
1273,21,Female,Bangalore,Self-employed,610095,81458,743,2024-01-09,Debit,Card,EMI,6178,0,1
1141,50,Male,Bangalore,Salaried,420118,191771,788,2024-05-13,Debit,Card,Entertainment,18818,0,1
1222,30,Male,Bangalore,Self-employed,429529,54718,769,2024-05-31,Debit,Card,Travel,5645,0,1
1151,41,Male,Delhi,Salaried,1045565,157779,716,2024-01-11,Debit,NEFT,EMI,13795,0,1
1057,45,Male,Bangalore,Self-employed,617284,299945,727,2024-03-29,Debit,Card,Food,11294,0,1
1103,22,Female,Bangalore,Student,943305,59758,663,2024-02-17,Debit,NEFT,EMI,9850,1,0
1082,48,Female,Delhi,Self-employed,474175,83274,791,2024-02-16,Debit,UPI,Travel,2318,0,1
1091,36,Female,Mumbai,Salaried,1307072,112702,745,2024-05-16,Credit,ATM,EMI,15197,0,1
1171,30,Female,Pune,Self-employed,701625,24525,652,2024-03-24,Debit,UPI,Travel,13285,1,1
1249,38,Male,Pune,Self-employed,1189282,202212,595,2024-04-08,Credit,NEFT,Entertainment,3031,0,1
1286,30,Female,Mumbai,Self-employed,379065,112781,765,2024-05-30,Credit,NEFT,Travel,4326,0,1
1138,27,Female,Bangalore,Salaried,1025397,279473,735,2024-01-26,Credit,UPI,Food,17030,0,1
1023,24,Female,Pune,Salaried,321958,294766,703,2024-02-01,Debit,UPI,EMI,962,0,0
1157,31,Male,Delhi,Self-employed,1446150,120333,585,2024-05-20,Credit,ATM,Shopping,12337,0,1
1153,38,Female,Pune,Self-employed,563091,60937,565,2024-03-22,Credit,ATM,Entertainment,8976,0,1
1289,54,Male,Chennai,Student,550970,143094,789,2024-04-21,Credit,NEFT,Shopping,12268,1,0
1162,53,Female,Bangalore,Salaried,1103147,296825,788,2024-03-02,Credit,ATM,Food,5728,1,0
1288,39,Male,Mumbai,Self-employed,750273,161522,694,2024-03-13,Credit,NEFT,Shopping,18380,0,0
1256,40,Female,Bangalore,Salaried,460544,286651,732,2024-06-01,Debit,NEFT,Entertainment,16627,1,1
1027,50,Female,Bangalore,Salaried,727687,231063,656,2024-04-03,Credit,ATM,Entertainment,3521,0,1
1069,32,Male,Delhi,Student,512430,273074,564,2024-05-02,Debit,Card,Entertainment,15231,0,1
1269,35,Male,Bangalore,Salaried,879816,218530,655,2024-06-16,Debit,UPI,Shopping,13533,1,1
1110,35,Male,Mumbai,Salaried,1219382,123370,770,2024-01-22,Debit,NEFT,Bills,9661,0,1
1009,29,Male,Pune,Student,1226083,264125,676,2024-04-16,Credit,ATM,Shopping,9862,0,0
1165,26,Male,Hyderabad,Student,934818,226762,609,2024-06-08,Debit,NEFT,Travel,19796,1,1
1064,52,Male,Hyderabad,Self-employed,305966,281756,562,2024-02-19,Debit,Card,Travel,16346,0,1
1170,32,Female,Chennai,Student,579208,24595,713,2024-03-31,Debit,NEFT,Shopping,4790,1,1
1170,25,Female,Bangalore,Salaried,871298,92837,777,2024-03-17,Credit,UPI,Shopping,2138,1,1
1068,51,Female,Hyderabad,Student,606616,210494,789,2024-05-14,Debit,NEFT,Travel,3615,0,0
1184,55,Female,Chennai,Student,593542,211352,729,2024-04-05,Credit,UPI,Travel,13136,0,0
1065,27,Male,Hyderabad,Self-employed,334519,135601,573,2024-06-17,Debit,Card,Travel,13276,0,1
1059,49,Female,Hyderabad,Student,1169460,182292,745,2024-05-10,Credit,ATM,Entertainment,18180,0,1
1225,35,Male,Pune,Student,1457695,20953,654,2024-02-26,Credit,UPI,Food,18957,0,1
1004,32,Female,Mumbai,Student,536680,159179,673,2024-01-20,Debit,NEFT,Food,9984,1,1
1041,54,Male,Bangalore,Student,782711,161250,626,2024-03-26,Debit,NEFT,Travel,6186,0,1
1155,36,Male,Mumbai,Salaried,944179,264564,781,2024-01-22,Credit,Card,Entertainment,17944,0,0
1180,50,Female,Mumbai,Student,1423890,124162,703,2024-04-06,Debit,ATM,Food,17686,1,1
1163,34,Male,Delhi,Student,300510,206990,748,2024-03-14,Debit,ATM,Shopping,9795,0,0
1199,25,Male,Bangalore,Salaried,1133425,284495,775,2024-01-06,Debit,NEFT,Bills,5505,1,1
1150,30,Female,Mumbai,Self-employed,1030242,212718,783,2024-02-10,Debit,Card,Travel,9210,1,1
1255,46,Female,Mumbai,Student,1411356,96529,695,2024-05-22,Credit,NEFT,Shopping,5782,0,1
1270,39,Male,Chennai,Salaried,743195,131213,659,2024-05-26,Credit,ATM,EMI,15512,1,1
1019,34,Female,Pune,Salaried,906611,248416,689,2024-06-08,Credit,Card,Shopping,8965,1,1
1057,31,Male,Delhi,Self-employed,467797,227144,699,2024-06-06,Debit,NEFT,Travel,4410,0,1
1214,34,Male,Bangalore,Student,669546,20456,610,2024-02-13,Debit,UPI,Entertainment,7227,0,1
1126,51,Male,Bangalore,Self-employed,1152508,232673,623,2024-04-06,Debit,NEFT,Shopping,7545,1,1
1179,48,Male,Mumbai,Student,1168567,283936,675,2024-05-26,Debit,NEFT,Shopping,1308,1,1
1205,55,Male,Hyderabad,Self-employed,1040039,192076,663,2024-02-13,Debit,ATM,Bills,6218,0,0
1284,48,Female,Hyderabad,Salaried,875390,101745,568,2024-03-03,Debit,UPI,Bills,6280,1,1
1065,55,Male,Delhi,Self-employed,1027279,149108,625,2024-06-03,Debit,NEFT,Entertainment,19723,0,0
1139,29,Female,Mumbai,Self-employed,440942,202223,699,2024-03-30,Debit,UPI,Shopping,5159,1,1
1256,35,Male,Delhi,Self-employed,688909,226554,589,2024-04-25,Debit,Card,Food,7669,0,1
1240,51,Female,Delhi,Salaried,505088,273671,705,2024-01-10,Credit,NEFT,EMI,11833,0,1
1296,36,Female,Bangalore,Salaried,851666,111881,772,2024-01-30,Debit,Card,Travel,12565,0,1
1185,24,Male,Chennai,Self-employed,442885,149795,644,2024-06-21,Credit,ATM,Food,7498,0,1
1089,28,Female,Delhi,Student,926503,181021,775,2024-03-28,Debit,Card,Travel,18552,0,1
1098,44,Male,Pune,Student,338522,81574,714,2024-01-02,Debit,Card,Bills,12049,0,1
1174,30,Female,Chennai,Salaried,305236,154328,595,2024-02-05,Credit,Card,Bills,15144,0,1
1129,23,Female,Delhi,Self-employed,1399246,77217,756,2024-04-20,Credit,NEFT,Bills,208,1,1
1118,30,Female,Mumbai,Salaried,944129,252972,787,2024-04-03,Credit,Card,Food,12146,0,0
1086,35,Female,Delhi,Student,524318,88077,776,2024-02-13,Debit,ATM,Food,11681,0,1
1232,54,Male,Bangalore,Student,1233946,84884,621,2024-03-20,Debit,ATM,EMI,424,0,1
1198,43,Male,Delhi,Student,587904,23016,552,2024-01-14,Debit,ATM,Travel,17567,1,1
1285,24,Female,Bangalore,Salaried,467951,223006,650,2024-04-15,Debit,NEFT,Food,8165,0,1
1225,41,Female,Pune,Salaried,1016462,64069,693,2024-05-04,Debit,UPI,Food,9853,1,1
1031,38,Female,Pune,Salaried,1187523,179816,590,2024-03-26,Debit,UPI,Bills,16239,0,1
1120,27,Male,Chennai,Self-employed,384186,63419,675,2024-05-07,Debit,Card,Shopping,15313,0,1
1043,50,Male,Delhi,Student,1351316,98259,575,2024-02-03,Debit,UPI,Entertainment,18412,1,1
1285,44,Female,Hyderabad,Salaried,830391,63872,736,2024-03-01,Credit,UPI,Travel,936,0,1
1032,30,Male,Chennai,Student,1259656,171394,708,2024-02-01,Debit,UPI,Travel,3688,0,1
1169,31,Female,Delhi,Self-employed,1322039,123636,727,2024-04-19,Credit,NEFT,Shopping,6575,0,1
1052,54,Male,Delhi,Salaried,1094105,231444,668,2024-05-22,Credit,Card,Food,7229,0,1
1021,45,Female,Pune,Self-employed,1492726,261455,571,2024-04-15,Credit,NEFT,Food,6377,0,1
1268,53,Male,Pune,Self-employed,1111914,133394,715,2024-06-28,Credit,UPI,Bills,9705,0,1
1298,46,Male,Chennai,Student,394646,195158,558,2024-04-30,Debit,ATM,Entertainment,12085,0,1
1253,52,Female,Pune,Student,327155,120033,725,2024-02-18,Debit,ATM,Travel,10362,1,0
1004,34,Female,Mumbai,Salaried,678684,14242,604,2024-05-11,Debit,ATM,Travel,8580,1,1
1052,31,Male,Delhi,Student,1404123,161420,700,2024-01-13,Credit,NEFT,Travel,17401,1,1
1184,55,Female,Delhi,Student,568450,86682,666,2024-01-12,Debit,Card,Bills,11827,0,1
1174,41,Male,Bangalore,Salaried,714165,227176,750,2024-03-23,Credit,ATM,Food,15887,1,1
1166,26,Female,Mumbai,Self-employed,1044368,204150,616,2024-03-18,Debit,NEFT,Shopping,8702,0,0
1269,37,Female,Mumbai,Salaried,537105,21793,795,2024-02-21,Credit,UPI,Shopping,8781,0,1
1095,37,Male,Chennai,Salaried,1152012,147626,663,2024-03-02,Credit,NEFT,Food,14990,1,1
1269,28,Male,Mumbai,Student,965724,31752,571,2024-02-23,Credit,ATM,Entertainment,978,0,1
1138,31,Female,Delhi,Salaried,395222,205325,739,2024-01-12,Debit,NEFT,EMI,14312,0,1
1165,51,Female,Mumbai,Student,535939,132474,665,2024-04-21,Debit,ATM,Travel,346,1,1
1022,43,Female,Pune,Self-employed,1121786,146502,776,2024-06-29,Debit,ATM,Entertainment,18136,1,1
1027,46,Male,Mumbai,Salaried,1016337,296446,792,2024-05-24,Credit,UPI,Bills,5324,0,1
1123,53,Male,Chennai,Salaried,1069049,43322,567,2024-01-31,Debit,NEFT,EMI,6905,0,0
1012,44,Female,Delhi,Self-employed,1060029,164699,675,2024-02-19,Debit,Card,EMI,9694,0,1
1146,22,Male,Chennai,Student,1379494,27473,663,2024-06-06,Credit,NEFT,Entertainment,11189,0,1
1074,26,Female,Chennai,Student,301771,5080,605,2024-03-19,Credit,Card,Entertainment,16862,0,1
1236,24,Female,Mumbai,Student,1031258,154533,559,2024-04-11,Credit,UPI,Food,7468,0,0
1153,45,Female,Mumbai,Student,328669,181023,558,2024-03-21,Credit,Card,Bills,10409,0,1
1298,33,Female,Bangalore,Student,434746,109614,612,2024-05-01,Credit,ATM,Shopping,8589,0,1
1106,48,Male,Chennai,Student,713986,106929,576,2024-01-28,Credit,NEFT,EMI,16865,1,1
1013,29,Female,Chennai,Self-employed,907886,125696,699,2024-05-16,Debit,UPI,Entertainment,4816,0,0
1115,26,Male,Hyderabad,Student,1054274,214498,666,2024-02-21,Debit,Card,EMI,1822,0,0
1092,48,Male,Delhi,Salaried,539775,233670,689,2024-05-22,Debit,NEFT,Shopping,10768,0,1
1232,32,Female,Chennai,Salaried,1039431,253185,568,2024-03-18,Credit,ATM,EMI,3212,0,1
